A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
Beijing,PM2.5,1/21/2016 15:00,2016,1,21,15,146,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2016 16:00,2016,1,21,16,165,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2016 17:00,2016,1,21,17,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2016 18:00,2016,1,21,18,148,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2016 19:00,2016,1,21,19,160,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2016 20:00,2016,1,21,20,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2016 21:00,2016,1,21,21,185,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2016 22:00,2016,1,21,22,179,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2016 23:00,2016,1,21,23,150,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 0:00,2016,1,22,0,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 1:00,2016,1,22,1,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 2:00,2016,1,22,2,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 3:00,2016,1,22,3,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 4:00,2016,1,22,4,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 5:00,2016,1,22,5,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 6:00,2016,1,22,6,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 7:00,2016,1,22,7,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 8:00,2016,1,22,8,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 9:00,2016,1,22,9,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 10:00,2016,1,22,10,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 11:00,2016,1,22,11,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 12:00,2016,1,22,12,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 13:00,2016,1,22,13,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 14:00,2016,1,22,14,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 15:00,2016,1,22,15,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 16:00,2016,1,22,16,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 17:00,2016,1,22,17,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 18:00,2016,1,22,18,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 19:00,2016,1,22,19,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 20:00,2016,1,22,20,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 21:00,2016,1,22,21,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 22:00,2016,1,22,22,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2016 23:00,2016,1,22,23,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 0:00,2016,1,23,0,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 1:00,2016,1,23,1,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 2:00,2016,1,23,2,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 3:00,2016,1,23,3,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 4:00,2016,1,23,4,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 5:00,2016,1,23,5,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 6:00,2016,1,23,6,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 7:00,2016,1,23,7,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 8:00,2016,1,23,8,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 9:00,2016,1,23,9,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 10:00,2016,1,23,10,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 11:00,2016,1,23,11,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 12:00,2016,1,23,12,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 13:00,2016,1,23,13,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 14:00,2016,1,23,14,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 15:00,2016,1,23,15,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 16:00,2016,1,23,16,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 17:00,2016,1,23,17,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 18:00,2016,1,23,18,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 19:00,2016,1,23,19,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 20:00,2016,1,23,20,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 21:00,2016,1,23,21,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 22:00,2016,1,23,22,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2016 23:00,2016,1,23,23,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 0:00,2016,1,24,0,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 1:00,2016,1,24,1,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 2:00,2016,1,24,2,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 3:00,2016,1,24,3,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 4:00,2016,1,24,4,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 5:00,2016,1,24,5,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 6:00,2016,1,24,6,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 7:00,2016,1,24,7,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 8:00,2016,1,24,8,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 9:00,2016,1,24,9,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 10:00,2016,1,24,10,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 11:00,2016,1,24,11,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 12:00,2016,1,24,12,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 13:00,2016,1,24,13,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 14:00,2016,1,24,14,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 15:00,2016,1,24,15,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 16:00,2016,1,24,16,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 17:00,2016,1,24,17,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 18:00,2016,1,24,18,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 19:00,2016,1,24,19,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 20:00,2016,1,24,20,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 21:00,2016,1,24,21,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 22:00,2016,1,24,22,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2016 23:00,2016,1,24,23,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 0:00,2016,1,25,0,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 1:00,2016,1,25,1,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 2:00,2016,1,25,2,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 3:00,2016,1,25,3,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 4:00,2016,1,25,4,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 5:00,2016,1,25,5,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 6:00,2016,1,25,6,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 7:00,2016,1,25,7,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 8:00,2016,1,25,8,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 9:00,2016,1,25,9,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 10:00,2016,1,25,10,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 11:00,2016,1,25,11,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 12:00,2016,1,25,12,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 13:00,2016,1,25,13,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 14:00,2016,1,25,14,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 15:00,2016,1,25,15,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 16:00,2016,1,25,16,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 17:00,2016,1,25,17,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 18:00,2016,1,25,18,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 19:00,2016,1,25,19,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 20:00,2016,1,25,20,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 21:00,2016,1,25,21,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 22:00,2016,1,25,22,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/25/2016 23:00,2016,1,25,23,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 0:00,2016,1,26,0,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 1:00,2016,1,26,1,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 2:00,2016,1,26,2,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 3:00,2016,1,26,3,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 4:00,2016,1,26,4,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 5:00,2016,1,26,5,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 6:00,2016,1,26,6,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 7:00,2016,1,26,7,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 8:00,2016,1,26,8,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 9:00,2016,1,26,9,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 10:00,2016,1,26,10,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 11:00,2016,1,26,11,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 12:00,2016,1,26,12,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 13:00,2016,1,26,13,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 14:00,2016,1,26,14,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 15:00,2016,1,26,15,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 16:00,2016,1,26,16,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 17:00,2016,1,26,17,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 18:00,2016,1,26,18,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 19:00,2016,1,26,19,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 20:00,2016,1,26,20,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 21:00,2016,1,26,21,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 22:00,2016,1,26,22,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/26/2016 23:00,2016,1,26,23,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 0:00,2016,1,27,0,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 1:00,2016,1,27,1,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 2:00,2016,1,27,2,123,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 3:00,2016,1,27,3,134,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 4:00,2016,1,27,4,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 5:00,2016,1,27,5,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 6:00,2016,1,27,6,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 7:00,2016,1,27,7,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 8:00,2016,1,27,8,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 9:00,2016,1,27,9,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 10:00,2016,1,27,10,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 11:00,2016,1,27,11,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 12:00,2016,1,27,12,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 13:00,2016,1,27,13,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 14:00,2016,1,27,14,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 15:00,2016,1,27,15,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 16:00,2016,1,27,16,143,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 17:00,2016,1,27,17,137,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 18:00,2016,1,27,18,139,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 19:00,2016,1,27,19,159,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 20:00,2016,1,27,20,170,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 21:00,2016,1,27,21,206,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 22:00,2016,1,27,22,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/27/2016 23:00,2016,1,27,23,309,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 0:00,2016,1,28,0,344,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 1:00,2016,1,28,1,280,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 2:00,2016,1,28,2,256,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 3:00,2016,1,28,3,241,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 4:00,2016,1,28,4,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 5:00,2016,1,28,5,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 6:00,2016,1,28,6,149,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 7:00,2016,1,28,7,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 8:00,2016,1,28,8,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 9:00,2016,1,28,9,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 10:00,2016,1,28,10,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 11:00,2016,1,28,11,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 12:00,2016,1,28,12,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 13:00,2016,1,28,13,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 14:00,2016,1,28,14,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 15:00,2016,1,28,15,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 16:00,2016,1,28,16,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 17:00,2016,1,28,17,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 18:00,2016,1,28,18,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 19:00,2016,1,28,19,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 20:00,2016,1,28,20,148,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 21:00,2016,1,28,21,184,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 22:00,2016,1,28,22,181,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/28/2016 23:00,2016,1,28,23,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 0:00,2016,1,29,0,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 1:00,2016,1,29,1,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 2:00,2016,1,29,2,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 3:00,2016,1,29,3,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 4:00,2016,1,29,4,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 5:00,2016,1,29,5,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 6:00,2016,1,29,6,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 7:00,2016,1,29,7,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 8:00,2016,1,29,8,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 9:00,2016,1,29,9,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 10:00,2016,1,29,10,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 11:00,2016,1,29,11,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 12:00,2016,1,29,12,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 13:00,2016,1,29,13,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 14:00,2016,1,29,14,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 15:00,2016,1,29,15,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 16:00,2016,1,29,16,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 17:00,2016,1,29,17,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 18:00,2016,1,29,18,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 19:00,2016,1,29,19,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 20:00,2016,1,29,20,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 21:00,2016,1,29,21,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 22:00,2016,1,29,22,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/29/2016 23:00,2016,1,29,23,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 0:00,2016,1,30,0,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 1:00,2016,1,30,1,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 2:00,2016,1,30,2,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 3:00,2016,1,30,3,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 4:00,2016,1,30,4,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 5:00,2016,1,30,5,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 6:00,2016,1,30,6,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 7:00,2016,1,30,7,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 8:00,2016,1,30,8,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 9:00,2016,1,30,9,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 10:00,2016,1,30,10,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 11:00,2016,1,30,11,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 12:00,2016,1,30,12,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 13:00,2016,1,30,13,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 14:00,2016,1,30,14,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 15:00,2016,1,30,15,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 16:00,2016,1,30,16,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 17:00,2016,1,30,17,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 18:00,2016,1,30,18,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 19:00,2016,1,30,19,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 20:00,2016,1,30,20,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 21:00,2016,1,30,21,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 22:00,2016,1,30,22,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/30/2016 23:00,2016,1,30,23,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 0:00,2016,1,31,0,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 1:00,2016,1,31,1,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 2:00,2016,1,31,2,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 3:00,2016,1,31,3,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 4:00,2016,1,31,4,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 5:00,2016,1,31,5,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 6:00,2016,1,31,6,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 7:00,2016,1,31,7,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 8:00,2016,1,31,8,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 9:00,2016,1,31,9,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 10:00,2016,1,31,10,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 11:00,2016,1,31,11,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 12:00,2016,1,31,12,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 13:00,2016,1,31,13,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 14:00,2016,1,31,14,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 15:00,2016,1,31,15,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 16:00,2016,1,31,16,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 17:00,2016,1,31,17,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 18:00,2016,1,31,18,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 19:00,2016,1,31,19,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 20:00,2016,1,31,20,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 21:00,2016,1,31,21,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 22:00,2016,1,31,22,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/31/2016 23:00,2016,1,31,23,13,µg/m³,1 Hr,Valid
